essay_a_id,essay_b_id,pair_id,condition_a,condition_b,cross_condition
6737aa6cfebe4f707b501d47,5f6f738fef894f0dbf9839f8,pair_0522,Practice wo AI,Practice wo AI,False
662bdd8c97c290536da33e88,66f0d61cc482b4b76567015d,pair_0523,Practice wo AI,Practice w AI,True
67511986975a960bcf3abf18,673ce5fb976e7b0fec24c1e9,pair_0524,No practice,Practice w AI,True
6701a4d42a2e8c434e0fc50a,6019ef82db64741e01adb686,pair_0525,Practice wo AI,Practice wo AI,False
67274a937bc73438d89976b8,6718c8fc698d34ce5d298fef,pair_0526,No practice,No practice,False
6655a82a88d0e8cbcc9dff42,66d6b541291304cb7e9fcc4e,pair_0527,Practice wo AI,No practice,True
66edfa4100bafe2855a5654c,674d74930bb10f46df1ca2db,pair_0528,Practice wo AI,Practice w AI,True
6744e6e3ab71f37420a2b512,671ad3255a64b6879856e3b8,pair_0529,Practice wo AI,No practice,True
66fce373051cafbe0961017b,650c3f3a36d72f87324d708f,pair_0530,Practice w AI,Practice w AI,False
6736679e7f59a8570f845b14,6716b72cb62f2e7204264d3c,pair_0531,Practice wo AI,Practice w AI,True
6710578884662430d4c6d4b9,5fb5ef0ab61b9e02d5752768,pair_0532,Practice w AI,Practice w AI,False
673f6c92a931906b3b255300,6655a82a88d0e8cbcc9dff42,pair_0533,Practice w AI,Practice wo AI,True
6629adbd155fc3428fedad56,5f2a13417b4ac51dc95d38c1,pair_0534,Practice w AI,No practice,True
6712764f69b9fc3c7a0f0ae7,6725b59fd221a054d8cdc72a,pair_0535,Practice w AI,No practice,True
673a2837d5cb152d08ee5be8,5d59b0b61da7d1001aa1a853,pair_0536,No practice,Practice wo AI,True
66aa737c246ab5cf919f921c,66eb8427a91699e7d2eefc29,pair_0537,Practice w AI,No practice,True
6077314ace74aa8fd3f90e9c,65f5cbcd2324b8dd6f3ff42d,pair_0538,Practice w AI,No practice,True
66eadc2f3e0ce992ca6d5db7,67208d3885ff15254cff81a5,pair_0539,Practice w AI,Practice wo AI,True
5dcc3ec7db13278d75c8622f,6646abc0720d1baaa7e0af4c,pair_0540,Practice wo AI,Practice w AI,True
671b808f72d8aafff77cf0a4,67477ac7090d737ae33348ea,pair_0541,No practice,Practice wo AI,True
67530d3f746600868ad35364,6748fee70bf23692cd9f0de1,pair_0542,No practice,No practice,False
66d8d824887fc4d4c7a873d4,671a80f4ca33770b00602f07,pair_0543,Practice w AI,Practice wo AI,True
5bc1408d5a09ea00012e3cd8,671b87c9955ba2507a9a9947,pair_0544,Practice w AI,No practice,True
67472b406557adf9044c6e34,6742d8af3108e8a56dda101e,pair_0545,No practice,Practice wo AI,True
6751f332ae95eef3bdc2f3d2,6706d57c71b08b435db201ed,pair_0546,Practice w AI,Practice wo AI,True
673e12bb731e90ac14d9464c,675345b32d636f68b81a386b,pair_0547,Practice w AI,Practice w AI,False
673305eed310a7d38c4fb88c,5bc1408d5a09ea00012e3cd8,pair_0548,Practice wo AI,Practice w AI,True
5d803d51aa53f30015ce5b77,662d017cd5d3a0ed42bfe339,pair_0549,Practice wo AI,Practice w AI,True
6726f38cd14d8ba8644f2bcf,66f55772a7312a23f27b3196,pair_0550,Practice w AI,Practice w AI,False
6741fe9a07d7d42c5ed043ad,67445f0269a82fe014b24be0,pair_0551,Practice w AI,No practice,True
672f1ca849e55a65b16736aa,674dfaa7d928f0bfb0084339,pair_0552,Practice w AI,No practice,True
672f0bc51dcdd7fd05d5a26b,6710578884662430d4c6d4b9,pair_0553,No practice,Practice w AI,True
66dd875b792eea0ebd7480c2,6562c873c8002ad2e44b7b33,pair_0554,No practice,No practice,False
5c1ffe5295f978000173df84,674665004084064b14f073cf,pair_0555,No practice,Practice w AI,True
673f22a6fe1eb8b74492446c,674b32fd39976ab4ec92d7d6,pair_0556,No practice,No practice,False
6695541a6e0d986b02c25dd9,61043313db87223a3f2929ed,pair_0557,No practice,No practice,False
670c4a94154a76c8d4a4bd83,67388a4fd2107e49489b05e6,pair_0558,Practice w AI,Practice w AI,False
5bb7af73dd840f0001d85935,673ead8d8389b11c02a060e9,pair_0559,Practice wo AI,Practice w AI,True
66327d80e38c281ece2d3f1c,6717b20f3f98b3e3069401e3,pair_0560,Practice w AI,Practice w AI,False
67506ddcd40746bb1f460a23,675440feacddb63cb9d5988b,pair_0561,No practice,No practice,False
66c6952ac1f2b09e6c930cf8,66f6f78c68246dd27f4dcc05,pair_0562,No practice,Practice wo AI,True
66e3551244755a4debcd58d8,60778db7ed3bae21972be1b4,pair_0563,Practice w AI,Practice w AI,False
5fb701a86c3b2e1da0b3235a,5e2b4e61a7f804000a55eee7,pair_0564,Practice w AI,No practice,True
665cd9869a0ffe598b8b84a7,674b32fd39976ab4ec92d7d6,pair_0565,Practice w AI,No practice,True
663a8b9eb077de60d6884574,671b87c9955ba2507a9a9947,pair_0566,Practice wo AI,No practice,True
674ecb107dac894c50a95473,66d11be993fd125064876a34,pair_0567,Practice w AI,Practice wo AI,True
61474a17f798ccc4e40383da,671f79a56247ae73ebb20e5c,pair_0568,No practice,Practice wo AI,True
6734a7b09364436b5f4d0bef,67542c40610c0a42c85564d3,pair_0569,Practice wo AI,No practice,True
65cd90916d6c5ca9f796e9a3,66e3551244755a4debcd58d8,pair_0570,Practice wo AI,Practice w AI,True
5e7e5df723c3560d66f2946d,66afb95e579fb899b5e90ab3,pair_0571,Practice w AI,Practice wo AI,True
5f371531d5b7e818ee0cf328,67530d3f746600868ad35364,pair_0572,Practice wo AI,No practice,True
672ede539bd39a8deecc501d,60fb024cbfd74cc251c6f9b0,pair_0573,Practice wo AI,Practice w AI,True
67458a62196f76e7fc7b28bf,673cd678c75d841b07b4d34a,pair_0574,Practice wo AI,No practice,True
60da55124ca8924a40a8d91c,6748f02892a5641e585c53b2,pair_0575,No practice,No practice,False
673cf6d476dc4af064402a8c,67274a937bc73438d89976b8,pair_0576,No practice,No practice,False
67357ce504c70a09cead4705,673ce5fb976e7b0fec24c1e9,pair_0577,No practice,Practice w AI,True
673af2a9c1f8458caba0ebb8,601c1f550370f34ec49ab0b6,pair_0578,Practice wo AI,Practice wo AI,False
67354657253f396591767b63,5efc9bc405e069062e0f3a6f,pair_0579,Practice wo AI,Practice wo AI,False
5aaddb14beaf0b0001707c69,6724a516c163624782172432,pair_0580,No practice,Practice w AI,True
5d0b7d3a1c9a4e001a11dd19,672ce0841dfa29f676e37b0f,pair_0581,Practice wo AI,Practice wo AI,False
5f89c991f0e3a80101afe091,66d11be993fd125064876a34,pair_0582,Practice w AI,Practice wo AI,True
673e2ad54a989f15bc638d5b,6718211bee61c726b40afb2b,pair_0583,Practice w AI,Practice wo AI,True
672e86a538b9e142805a426e,63f809102d5b3a98cb923306,pair_0584,Practice w AI,Practice w AI,False
6744639f3f41b208789e2b15,660b8a64848fe5d8cc2c5444,pair_0585,Practice w AI,No practice,True
6742189e9fd5fe9de0d9b729,673ca896c4ffe7eba1d26499,pair_0586,No practice,Practice wo AI,True
67155947b83a6aee15acbc0d,673e12bb731e90ac14d9464c,pair_0587,Practice w AI,Practice w AI,False
674886cc98e540f712e258b3,66df3be52e3a37738fecdf1a,pair_0588,Practice wo AI,Practice wo AI,False
672fe1481ba8b290765e0a76,5e4e844553bc702cdf68404d,pair_0589,Practice wo AI,Practice w AI,True
66eddcfe67e927db6f0a4768,6737295e43d8fb5b7a84498b,pair_0590,Practice wo AI,Practice w AI,True
5bf336d965825d00017cf3c2,5dd33f6b2091e93579973754,pair_0591,No practice,Practice wo AI,True
674eead0fa651dc021895fd9,5fb5ef0ab61b9e02d5752768,pair_0592,Practice wo AI,Practice w AI,True
67434ac64ecdf3a681e629cb,674b32fd39976ab4ec92d7d6,pair_0593,Practice wo AI,No practice,True
673218a457531caf7e24f2a6,6757f72f155aa5774594c6b3,pair_0594,Practice w AI,Practice w AI,False
66e6d8a2fa6cce78584c8bcd,672fb08eff9dcbaeeb666b7e,pair_0595,Practice wo AI,No practice,True
6739909cd20e7e7fcf711ef7,673305eed310a7d38c4fb88c,pair_0596,No practice,Practice wo AI,True
6744fb5c6a8a3d8e3f531da3,66f0d61cc482b4b76567015d,pair_0597,Practice w AI,Practice w AI,False
5a9ab4944eecca0001dd806a,6718c8fc698d34ce5d298fef,pair_0598,No practice,No practice,False
610e2de21943396ffccfcf4e,6630f8c1f995b01de9767c7d,pair_0599,No practice,No practice,False
66e751acca3571686adc14d4,674eead0fa651dc021895fd9,pair_0600,No practice,Practice wo AI,True
670d8b142f87173ffe3b4763,67073b794c4f1d5d452d23d7,pair_0601,No practice,No practice,False
650f0436808ab1edc4264660,67143d6ceca675fc7f56d6ad,pair_0602,No practice,No practice,False
6643cde3471e61890ff943ae,610e2de21943396ffccfcf4e,pair_0603,No practice,No practice,False
638a66471585cb7583285740,6751f03363fdbd0a960f7f87,pair_0604,Practice w AI,No practice,True
672990f6d28704d466361881,6724a516c163624782172432,pair_0605,Practice w AI,Practice w AI,False
5eb4c6510ef386339dde2a35,67351d5a16ab59e9f1b0946a,pair_0606,No practice,Practice w AI,True
5e3e54f69e51f80b67c1cc06,66d8d824887fc4d4c7a873d4,pair_0607,Practice w AI,Practice w AI,False
675662c8da055bc788c8a805,67224ad15231b5e9538948bd,pair_0608,No practice,Practice wo AI,True
5c54a532e3c69b0001af7b8c,6630f8c1f995b01de9767c7d,pair_0609,Practice w AI,No practice,True
66311c9747a9466bf5dcf6ba,66edfa4100bafe2855a5654c,pair_0610,Practice wo AI,Practice wo AI,False
673d1423ff3f7beef3984b8b,65f5cbcd2324b8dd6f3ff42d,pair_0611,Practice w AI,No practice,True
66ac666f3e030205c277b763,66c41e2528dfe10533b505a9,pair_0612,Practice wo AI,Practice w AI,True
5dd95e3c2274978e775f2aff,5d0b7d3a1c9a4e001a11dd19,pair_0613,Practice w AI,Practice wo AI,True
67280753237c0c4258f356a6,6643cde3471e61890ff943ae,pair_0614,Practice wo AI,No practice,True
67324222a147b9f2c738d0ec,650c3f3a36d72f87324d708f,pair_0615,No practice,Practice w AI,True
674ecab9c4b5d7e72489cc90,672e86a538b9e142805a426e,pair_0616,No practice,Practice w AI,True
67461b1c9d6e98cb909d1052,60fb024cbfd74cc251c6f9b0,pair_0617,Practice wo AI,Practice w AI,True
672f6bb692f6294cbe6e75c0,66c41e2528dfe10533b505a9,pair_0618,Practice w AI,Practice w AI,False
5ec738ce3c7fd317a72dcfe6,673f6c92a931906b3b255300,pair_0619,Practice w AI,Practice w AI,False
67110816ee3ab678f80eed04,673a2837d5cb152d08ee5be8,pair_0620,No practice,No practice,False
6737d3a1eea5bb6f29a9fdcd,67414d7323258c912a5a9080,pair_0621,Practice w AI,Practice w AI,False
673bc1b802483aa3f5018d27,6701a4d42a2e8c434e0fc50a,pair_0622,No practice,Practice wo AI,True
67474b18c19b12c4feeed5d2,6736252ad04633e3c76630da,pair_0623,Practice w AI,Practice w AI,False
6711c745bcc0626c2de36d07,673726b38e7451a580f3c624,pair_0624,Practice w AI,No practice,True
6727e10a76e80949064e1e6c,674f6467df47b9f52bafc85e,pair_0625,Practice w AI,Practice w AI,False
6734ab3304b4b5bc58df43cd,673840bbbf35e7a4a6ad3918,pair_0626,Practice w AI,No practice,True
673fb829ebd9b9b3c88d4f57,673f6c92a931906b3b255300,pair_0627,Practice wo AI,Practice w AI,True
66f636a15a0ec8d9ef572bae,6129ba3532102d5c539ff29b,pair_0628,No practice,No practice,False
673b8d1448db4a031a4a90b2,60fb024cbfd74cc251c6f9b0,pair_0629,Practice wo AI,Practice w AI,True
673e4e69ce45d284f16fad2d,5f5de0c1a9ba1163a6f7f78b,pair_0630,Practice w AI,No practice,True
617162d1105c7a764aab90b4,671a80f4ca33770b00602f07,pair_0631,Practice wo AI,Practice wo AI,False
672a3e67066f5a781bb96f51,6727dad78b37b3e6c93092ff,pair_0632,Practice w AI,Practice w AI,False
673c32d8bcf768ce9f55ac33,670d8b142f87173ffe3b4763,pair_0633,Practice wo AI,No practice,True
6725246621f607dc27137c03,6740281e046425743a959ce2,pair_0634,Practice w AI,No practice,True
67530f4304eeee59262e116c,66aa737c246ab5cf919f921c,pair_0635,Practice w AI,Practice w AI,False
673dd729602638e2ca0c3cd7,5ed68cac121a540dfb82f4ea,pair_0636,No practice,No practice,False
670e2a711df0a045aea8de04,673ed00f3ebd9a8bdb2af956,pair_0637,Practice w AI,No practice,True
671fae1be03bf361e4a6342e,673775d01ea6f13f83478a98,pair_0638,No practice,Practice w AI,True
66957ab0e33f6b17bea3a067,67208d3885ff15254cff81a5,pair_0639,Practice wo AI,Practice wo AI,False
5d7085f70a426200186bc676,67418b0073a668a4f01c195f,pair_0640,No practice,Practice w AI,True
65fcdef120c3e7513256ac68,66d11be993fd125064876a34,pair_0641,Practice wo AI,Practice wo AI,False
66dfab8a51e1e36892dc419a,66aa737c246ab5cf919f921c,pair_0642,Practice wo AI,Practice w AI,True
67570e6b659a69f3542f227c,67414d7323258c912a5a9080,pair_0643,No practice,Practice w AI,True
673b3cdce48f221ee513c467,63bd8d4ca46f8313570e6fa4,pair_0644,Practice wo AI,Practice wo AI,False
67476bf18ef77c29b9ed3ef4,66dfab8a51e1e36892dc419a,pair_0645,Practice w AI,Practice wo AI,True
5cd6c1197b871a0001b13589,6725246621f607dc27137c03,pair_0646,No practice,Practice w AI,True
67178d9d0cab3c8f3a70ca8e,67530d3f746600868ad35364,pair_0647,Practice wo AI,No practice,True
6741b2d133472ff2947350bf,65b549c67c7791499c09f8a2,pair_0648,Practice wo AI,No practice,True
6744f2b0bc094f0202eee300,66fce373051cafbe0961017b,pair_0649,No practice,Practice w AI,True
6757fef215ee6088e0b7fa55,673f1dafec0718eb572db268,pair_0650,Practice w AI,Practice wo AI,True
5df4892578322533c70aecdf,6737aa6cfebe4f707b501d47,pair_0651,Practice wo AI,Practice wo AI,False
5f5d6b0def06255d5119a9ba,67418b0073a668a4f01c195f,pair_0652,Practice w AI,Practice w AI,False
6743ad4dc1bf31373949d647,5d803d51aa53f30015ce5b77,pair_0653,No practice,Practice wo AI,True
67206083e8af4cf14439ac21,67445f0269a82fe014b24be0,pair_0654,No practice,No practice,False
62fdda3096b651e5beacf456,674a1e9ff099f95c96164b67,pair_0655,Practice wo AI,Practice wo AI,False
620bdc0ba922fc3f247f6939,5da497568034e40011366267,pair_0656,Practice wo AI,Practice w AI,True
66240955715b3b45903381ed,5c22f28d70d93a0001201738,pair_0657,Practice w AI,Practice w AI,False
674dd4a8db09aec3c797b225,6737043554b7adfcf6ccf4c8,pair_0658,No practice,Practice wo AI,True
6739909cd20e7e7fcf711ef7,5aaddb14beaf0b0001707c69,pair_0659,No practice,No practice,False
6734a7b09364436b5f4d0bef,674eead0fa651dc021895fd9,pair_0660,Practice wo AI,Practice wo AI,False
66327d80e38c281ece2d3f1c,5e3e54f69e51f80b67c1cc06,pair_0661,Practice w AI,Practice w AI,False
6752dfa83d6bd053f4a82672,674ca03cb3b66e7b92461fc4,pair_0662,No practice,Practice w AI,True
67570e6b659a69f3542f227c,671b808f72d8aafff77cf0a4,pair_0663,No practice,No practice,False
67206083e8af4cf14439ac21,66c41e2528dfe10533b505a9,pair_0664,No practice,Practice w AI,True
66240955715b3b45903381ed,6727dad78b37b3e6c93092ff,pair_0665,Practice w AI,Practice w AI,False
6712764f69b9fc3c7a0f0ae7,67043b37df9ef06a056c08a7,pair_0666,Practice w AI,Practice w AI,False
5cd6c1197b871a0001b13589,66eadc2f3e0ce992ca6d5db7,pair_0667,No practice,Practice w AI,True
6757f72f155aa5774594c6b3,673cd678c75d841b07b4d34a,pair_0668,Practice w AI,No practice,True
673253900b42a97fc5a371c1,6750f2355fd9ba678f76fa5c,pair_0669,Practice wo AI,Practice wo AI,False
671498899f67df85f33ea053,5da497568034e40011366267,pair_0670,Practice wo AI,Practice w AI,True
5f89c991f0e3a80101afe091,6741b2d133472ff2947350bf,pair_0671,Practice w AI,Practice wo AI,True
6743ad4dc1bf31373949d647,6718c8fc698d34ce5d298fef,pair_0672,No practice,No practice,False
67511986975a960bcf3abf18,672f0bc51dcdd7fd05d5a26b,pair_0673,No practice,No practice,False
620bdc0ba922fc3f247f6939,6643cde3471e61890ff943ae,pair_0674,Practice wo AI,No practice,True
5d203fad20b61f00012aced4,6734010bda95d208801d15b0,pair_0675,No practice,Practice wo AI,True
66775344eabb4cc1cbc0120e,6741fe9a07d7d42c5ed043ad,pair_0676,Practice wo AI,Practice w AI,True
65cd90916d6c5ca9f796e9a3,6742d8af3108e8a56dda101e,pair_0677,Practice wo AI,Practice wo AI,False
672ce0841dfa29f676e37b0f,5bfd81fb2feab400014d9060,pair_0678,Practice wo AI,Practice wo AI,False
67073b794c4f1d5d452d23d7,674ca03cb3b66e7b92461fc4,pair_0679,No practice,Practice w AI,True
6726f38cd14d8ba8644f2bcf,662d017cd5d3a0ed42bfe339,pair_0680,Practice w AI,Practice w AI,False
66eddcfe67e927db6f0a4768,674b3b45f390921a88f24747,pair_0681,Practice wo AI,Practice w AI,True
674e79192cd6a534d097fa86,6742189e9fd5fe9de0d9b729,pair_0682,No practice,No practice,False
6748f02892a5641e585c53b2,674665004084064b14f073cf,pair_0683,No practice,Practice w AI,True
5f6f738fef894f0dbf9839f8,66eadc2f3e0ce992ca6d5db7,pair_0684,Practice wo AI,Practice w AI,True
67354657253f396591767b63,6755e7f8aa088eda32fcdc43,pair_0685,Practice wo AI,Practice wo AI,False
674dfaa7d928f0bfb0084339,67418b0073a668a4f01c195f,pair_0686,No practice,Practice w AI,True
6740281e046425743a959ce2,6705ced6e56f5598aa07112d,pair_0687,No practice,Practice w AI,True
671fae1be03bf361e4a6342e,674efe761abf45787d51a7c3,pair_0688,No practice,Practice w AI,True
669d6944d79f7655e42582fc,6717b20f3f98b3e3069401e3,pair_0689,Practice w AI,Practice w AI,False
66f636a15a0ec8d9ef572bae,6742189e9fd5fe9de0d9b729,pair_0690,No practice,No practice,False
670e3c70da3334b19d83bebc,667d40aa7de88cce486a3beb,pair_0691,Practice wo AI,Practice wo AI,False
5be728a4dbedc80001377337,5d654282986878001c2a5db7,pair_0692,Practice wo AI,Practice wo AI,False
67324222a147b9f2c738d0ec,6743ad4dc1bf31373949d647,pair_0693,No practice,No practice,False
5fb701a86c3b2e1da0b3235a,674f49392a04ca838a809c9d,pair_0694,Practice w AI,Practice wo AI,True
5d18cf6eb3e698001eea9960,6717b20f3f98b3e3069401e3,pair_0695,Practice wo AI,Practice w AI,True
674886cc98e540f712e258b3,5eb4c6510ef386339dde2a35,pair_0696,Practice wo AI,No practice,True
5efc9bc405e069062e0f3a6f,6734a7b09364436b5f4d0bef,pair_0697,Practice wo AI,Practice wo AI,False
5df4892578322533c70aecdf,5f371531d5b7e818ee0cf328,pair_0698,Practice wo AI,Practice wo AI,False
6736679e7f59a8570f845b14,6736252ad04633e3c76630da,pair_0699,Practice wo AI,Practice w AI,True
5c1ffe5295f978000173df84,6751f332ae95eef3bdc2f3d2,pair_0700,No practice,Practice w AI,True
670c4a94154a76c8d4a4bd83,674f6467df47b9f52bafc85e,pair_0701,Practice w AI,Practice w AI,False
673e249d764205ff4fdc5af1,675662c8da055bc788c8a805,pair_0702,Practice wo AI,No practice,True
66d6b541291304cb7e9fcc4e,674f6467df47b9f52bafc85e,pair_0703,No practice,Practice w AI,True
674d74930bb10f46df1ca2db,672fe1481ba8b290765e0a76,pair_0704,Practice w AI,Practice wo AI,True
6077314ace74aa8fd3f90e9c,6744f2b0bc094f0202eee300,pair_0705,Practice w AI,No practice,True
673dc43ca2f27f065ca2c6da,67414d7323258c912a5a9080,pair_0706,Practice wo AI,Practice w AI,True
6695541a6e0d986b02c25dd9,663a8b9eb077de60d6884574,pair_0707,No practice,Practice wo AI,True
5f5d6b0def06255d5119a9ba,66afb95e579fb899b5e90ab3,pair_0708,Practice w AI,Practice wo AI,True
674a00c98d6b23fcec3273be,67472b406557adf9044c6e34,pair_0709,No practice,No practice,False
674ecab9c4b5d7e72489cc90,671498899f67df85f33ea053,pair_0710,No practice,Practice wo AI,True
6748fee70bf23692cd9f0de1,674ecb107dac894c50a95473,pair_0711,No practice,Practice w AI,True
672ede539bd39a8deecc501d,5f5de0c1a9ba1163a6f7f78b,pair_0712,Practice wo AI,No practice,True
5dd95e3c2274978e775f2aff,675440feacddb63cb9d5988b,pair_0713,Practice w AI,No practice,True
6717ca3a61e52dc226157162,672990f6d28704d466361881,pair_0714,No practice,Practice w AI,True
6744639f3f41b208789e2b15,58462977d2be990001174ae3,pair_0715,Practice w AI,Practice wo AI,True
60fd94f3d702e2e637dcc4b1,5f6f738fef894f0dbf9839f8,pair_0716,No practice,Practice wo AI,True
67469dde494c2b78202fc16e,6757f72f155aa5774594c6b3,pair_0717,No practice,Practice w AI,True
5f49457d8ac21f34cf443e62,672fb08eff9dcbaeeb666b7e,pair_0718,No practice,No practice,False
67474b18c19b12c4feeed5d2,5aaddb14beaf0b0001707c69,pair_0719,Practice w AI,No practice,True
67388a4fd2107e49489b05e6,675440feacddb63cb9d5988b,pair_0720,Practice w AI,No practice,True
6229ee11f6b5405956544966,6744fb5c6a8a3d8e3f531da3,pair_0721,Practice w AI,Practice w AI,False
673ece27f62fd4e495b8731c,673215ff162805cf7a252019,pair_0722,Practice wo AI,Practice wo AI,False
6732ab9b8627904cc6a8a524,6077314ace74aa8fd3f90e9c,pair_0723,No practice,Practice w AI,True
672a3e67066f5a781bb96f51,671f79a56247ae73ebb20e5c,pair_0724,Practice w AI,Practice wo AI,True
6716deaf9d399c9499b878cd,5e7e5df723c3560d66f2946d,pair_0725,No practice,Practice w AI,True
5c54a532e3c69b0001af7b8c,66f55772a7312a23f27b3196,pair_0726,Practice w AI,Practice w AI,False
67110816ee3ab678f80eed04,67357ce504c70a09cead4705,pair_0727,No practice,No practice,False
673ca896c4ffe7eba1d26499,5aaddb14beaf0b0001707c69,pair_0728,Practice wo AI,No practice,True
66ac666f3e030205c277b763,5cd6c1197b871a0001b13589,pair_0729,Practice wo AI,No practice,True
673bc1b802483aa3f5018d27,665cd9869a0ffe598b8b84a7,pair_0730,No practice,Practice w AI,True
67408294dde74bdcf6ab3624,5e3e54f69e51f80b67c1cc06,pair_0731,No practice,Practice w AI,True
673e4e69ce45d284f16fad2d,5bfd81fb2feab400014d9060,pair_0732,Practice w AI,Practice wo AI,True
65fcdef120c3e7513256ac68,673b98ed5c9291ade287dc2d,pair_0733,Practice wo AI,No practice,True
66dd875b792eea0ebd7480c2,6720de8a0a6c9c0c3b803fb7,pair_0734,No practice,No practice,False
5bf336d965825d00017cf3c2,674f6467df47b9f52bafc85e,pair_0735,No practice,Practice w AI,True
5bb7af73dd840f0001d85935,5f6f738fef894f0dbf9839f8,pair_0736,Practice wo AI,Practice wo AI,False
66aa80ac332a6f9fb18e4364,673db657aea3fbabfc2dc7e9,pair_0737,Practice w AI,Practice wo AI,True
67530f4304eeee59262e116c,5f49457d8ac21f34cf443e62,pair_0738,Practice w AI,No practice,True
67506ddcd40746bb1f460a23,6716a4d35dcfb3a276097670,pair_0739,No practice,Practice w AI,True
673f22a6fe1eb8b74492446c,674dd4a8db09aec3c797b225,pair_0740,No practice,No practice,False
66f4f7ad212140211220fee0,67461b1c9d6e98cb909d1052,pair_0741,No practice,Practice wo AI,True
670e2a711df0a045aea8de04,5d803d51aa53f30015ce5b77,pair_0742,Practice w AI,Practice wo AI,True
66e751acca3571686adc14d4,66eb8427a91699e7d2eefc29,pair_0743,No practice,No practice,False
638a66471585cb7583285740,6748f02892a5641e585c53b2,pair_0744,Practice w AI,No practice,True
66fbce9f6636b088d001a4e9,673ab124dd6f6df06b143da0,pair_0745,No practice,Practice w AI,True
5debed6b3820732ef2af3c55,66f55772a7312a23f27b3196,pair_0746,No practice,Practice w AI,True
6629adbd155fc3428fedad56,6737043554b7adfcf6ccf4c8,pair_0747,Practice w AI,Practice wo AI,True
673e2ad54a989f15bc638d5b,67280753237c0c4258f356a6,pair_0748,Practice w AI,Practice wo AI,True
6744e6e3ab71f37420a2b512,5f49457d8ac21f34cf443e62,pair_0749,Practice wo AI,No practice,True
67434ac64ecdf3a681e629cb,66240955715b3b45903381ed,pair_0750,Practice wo AI,Practice w AI,True
673b3cdce48f221ee513c467,673840bbbf35e7a4a6ad3918,pair_0751,Practice wo AI,No practice,True
66639889ea005547089b6cbf,66c6952ac1f2b09e6c930cf8,pair_0752,Practice w AI,No practice,True
674065a38ff18a032bc97fa6,5e2b4e61a7f804000a55eee7,pair_0753,No practice,No practice,False
671e304feab861f71c53159e,6738d0d8a49ff94090a8668a,pair_0754,Practice w AI,No practice,True
617162d1105c7a764aab90b4,67461b1c9d6e98cb909d1052,pair_0755,Practice wo AI,Practice wo AI,False
5e46aa20caec81000b7d4f93,6734ab3304b4b5bc58df43cd,pair_0756,Practice wo AI,Practice w AI,True
60da55124ca8924a40a8d91c,67476bf18ef77c29b9ed3ef4,pair_0757,No practice,Practice w AI,True
672f7c36a98c409af1d49bea,674e79192cd6a534d097fa86,pair_0758,Practice w AI,No practice,True
650f0436808ab1edc4264660,6755cf3ef3d14c0c963b12c3,pair_0759,No practice,Practice wo AI,True
67351d5a16ab59e9f1b0946a,673af2a9c1f8458caba0ebb8,pair_0760,Practice w AI,Practice wo AI,True
66e6d8a2fa6cce78584c8bcd,5e4e844553bc702cdf68404d,pair_0761,Practice wo AI,Practice w AI,True
66311c9747a9466bf5dcf6ba,67280753237c0c4258f356a6,pair_0762,Practice wo AI,Practice wo AI,False
61474a17f798ccc4e40383da,5f5d6b0def06255d5119a9ba,pair_0763,No practice,Practice w AI,True
5e9f138c34d3e40326507588,673e12bb731e90ac14d9464c,pair_0764,Practice wo AI,Practice w AI,True
62fdda3096b651e5beacf456,6733248e5bd5390d25c71787,pair_0765,Practice wo AI,No practice,True
6737295e43d8fb5b7a84498b,66c6952ac1f2b09e6c930cf8,pair_0766,Practice w AI,No practice,True
673dd729602638e2ca0c3cd7,673ed00f3ebd9a8bdb2af956,pair_0767,No practice,No practice,False
61043313db87223a3f2929ed,66d11be993fd125064876a34,pair_0768,No practice,Practice wo AI,True
6725b59fd221a054d8cdc72a,6716deaf9d399c9499b878cd,pair_0769,No practice,No practice,False
673d1423ff3f7beef3984b8b,610e2de21943396ffccfcf4e,pair_0770,Practice w AI,No practice,True
6717f49882dda1264ded32b9,6705ced6e56f5598aa07112d,pair_0771,Practice wo AI,Practice w AI,True
67155947b83a6aee15acbc0d,672f1ca849e55a65b16736aa,pair_0772,Practice w AI,Practice w AI,False
671ad3255a64b6879856e3b8,65fcdef120c3e7513256ac68,pair_0773,No practice,Practice wo AI,True
65b274bf676b7b6d6a92a7bc,6736679e7f59a8570f845b14,pair_0774,Practice wo AI,Practice wo AI,False
601c1f550370f34ec49ab0b6,58462977d2be990001174ae3,pair_0775,Practice wo AI,Practice wo AI,False
5ed68cac121a540dfb82f4ea,673840bbbf35e7a4a6ad3918,pair_0776,No practice,No practice,False
674f5e7bf97ee4e183c9247e,672fb08eff9dcbaeeb666b7e,pair_0777,Practice wo AI,No practice,True
672f6bb692f6294cbe6e75c0,674eead0fa651dc021895fd9,pair_0778,Practice w AI,Practice wo AI,True
67458a62196f76e7fc7b28bf,6742189e9fd5fe9de0d9b729,pair_0779,Practice wo AI,No practice,True
673b8d1448db4a031a4a90b2,6755e7f8aa088eda32fcdc43,pair_0780,Practice wo AI,Practice wo AI,False
6727e10a76e80949064e1e6c,5f5d6b0def06255d5119a9ba,pair_0781,Practice w AI,Practice w AI,False
6748f8e31516667cc3eb71e8,66639889ea005547089b6cbf,pair_0782,No practice,Practice w AI,True
5ec738ce3c7fd317a72dcfe6,6706d57c71b08b435db201ed,pair_0783,Practice w AI,Practice wo AI,True
